"GEMS TARIFF FOR SERVICES BY CONTRACTED ANAESTHESIOLOGISTS FOR ALL OPTIONS
WITH EFFECT FROM 2026-01-01",,010 - Anaesthesiology,
2169,Injection procedure for Peyronie's disease,R472.30,T
2171,Priapism operation: Irrigation of corpora cavernosa for priapism,R472.30,T
2173,Priapism operation: Shunt procedure: Any type,R630.70,T
2174,Priapism operation: Stab shunt,R630.70,T
2172,"Removal foreign body: Deep penile tissue (eg., plastic implant)",R472.30,T
2168,"Excision: Penile plaque (Peyronie disease), <= 5cm in length",,Refer Rule C
2170,"Excision: Penile plaque (Peyronie disease), >5cm in length",,Refer Rule C
11.2,Testis and epididymis,,
0078,"When a testis biopsy is done combined with vasogram or seminal vesiculogram or epididymogram, add 50% of the units for the appropriate procedure",,
2175,Testis biopsy: Needle (independent procedure),R472.30,T
2177,Testis biopsy: Incisional: Independent procedure: Unilateral,R472.30,T
2179,Testis biopsy: Incisional: Independent procedure: Bilateral,R472.30,T
2181,Epididymis biopsy: Needle,R472.30,T
2183,Puncture aspiration hydrocele with or without injection of medication,R472.30,T
2184,Undescended testicle exploration (inguinal or scrotal access),R630.70,T
2185," Maldescended testicle, orchiopexy (including herniotomy)",R630.70,T
2186,Undescended testicle exploration (abdominal access),R945.40,T
2187,Operation for torsion appendix testis,R630.70,T
2188,"Intra-abdominal testis, orchiopexy (abdominal access) (e.g. Fowler-Stephens)",R945.40,T
2189,Operation for torsion testis with fixation of contralateral testis,R630.70,T
2191,Orchidectomy (total or subcapsular): Unilateral,R472.30,T
2193,Orchidectomy (total or subcapsular): Bilateral,R472.30,T
2195,Radical operation for malignant testis: Excluding gland dissection,R945.40,T
2197,Operation for hydrocele or spermatocele,R630.70,T
2199,Varicocelectomy,R630.70,T
2201,Abdominal ligation of spermatic vein for varicocele,R630.70,T
2203,Epididymectomy: Unilateral,R472.30,T
2205,Epididymectomy: Bilateral,R472.30,T
2207,Vasectomy: Unilateral or bilateral (no extra fee to be charged if done in combination with prostatectomy),R472.30,T
2209,Vasotomy: Unilateral or bilateral,R472.30,T
2210,"Vasogram, seminal vesiculogram: Unilateral",R472.30,T
2211,"Vasogram, seminal vesiculogram: Bilateral",R472.30,T
2212,Insertion of testicular prosthesis: Independent procedure (exclusive of cost of material),R630.70,T
2213,Suture or repair of testicular injury,R630.70,T
2215,Incision and drainage of testis or epididymis e.g. abscess or haematoma,R630.70,T
2217,Excision of local lesion of testis or epididymis,R630.70,T
2219,Vaso-vasostomy: Unilateral,R472.30,T
2221,Vaso-vasostomy: Bilateral,R472.30,T
2223,Epididymo-vasostomy: Unilateral,R472.30,T
2225,Epididymo-vasostomy: Bilateral,R472.30,T
2227,Incision and drainage of scrotal wall abscess,R472.30,T
2229,Excision of Mullerian duct cyst,R630.70,T
2231,Excision of lesion of spermatic cord,R472.30,T
2233,Seminal Vesiculectomy,R787.90,T
2194,Laparoscopic orchiectomy (item 1807 may not be added to this item),"R1,260.40",T
2196,Laparoscopic orchiopexy: Intra-abdominal testis (item 1807 may not be added to this item),"R1,260.40",T
2198,Diagnostic laparoscopy (excluding aftercare) (male),R787.90,T
2228,Removal of foreign body: Scrtoum,R472.30,T
2232,Excision: Retroperitoneal primary or secondary tumours,"R1,260.30",T
11.3,Prostate,,
2235,"Biopsy prostate: Needle or punch, single or multiple, any approach",R472.30,T
2237,"Biopsy prostate: Incisional, any approach",R630.70,T
2239,Transurethral drainage of prostatic abscess,R630.70,T
2241,Perineal drainage of prostatic abscess,R630.70,T
2243,Trans-urethral cryo-surgical removal of prostate,R945.40,T
2245,Trans-urethral resection of prostate,R945.40,T
2247,Trans-urethral resection of residual prostatic tissue 90 days post-operative or longer,R945.40,T
2249,Trans-urethral resection of post-operative bladder neck contracture,R787.90,T
2250,"Laparoscopic prostatectomy: Retropubic, radical, including nerve sparing","R1,260.30",T
2251,Prostatectomy: Perineal: Sub-total,R945.40,T
2253,Prostatectomy: Perineal: Radical,"R1,260.30",T
2254,Pelvic lymph adenectomy,"R1,260.30",T
2255,"Supra-pelvic, transversical",R945.40,T
2257,Retropubic: Sub-total,R945.40,T
2259,Retropubic: Radical,"R1,260.30",T
2260,Prostate brachytherapy,"R1,260.30",T
2236,"Interstitial device(s): Single or multiple placement (via needle, any approach), of for radiation therapy guidance (eg., fiducial markers, dosimeter), prostate",R472.30,T
2265,"Cryosurgical ablation of the prostate, includes ultrasound guidance",R945.40,T
2266,Transrectal high-intensity focused ultrasound (HIFU),R787.90,T
12,Female Genital System,,
12.1,Vulva and introitus,,
2271,Removal of tag or polyp,R472.30,T
2272,Removal of small superficial benign lesions,R472.30,T
2273,"Biopsy with suture of vulva or perineum lesion, one lesion",R472.30,T
2274,Laser therapy of vulva and/or vagina (colposcopically directed),R472.30,T
2275,Reduction labial hypertrophy,R630.70,T
2277,Removal of extensive benign vulva tumour,R630.70,T
2279,Secondary perineal repair: Repair second degree tear,R945.40,T
2280,Secondary perineal repair: Repair third degree tear,R945.40,T
2281,Excision of inclusion cyst,R630.70,T
2282,Incision and drainage obstetrical/postpartum of vaginal haematoma,,Refer Rule C
2283,Hymenectomy,R630.70,T
2284,"Incision and drainage non-obstetrical of vaginal haematoma (e.g. post-trauma, spontaneous bleeding)",,Refer Rule C
2285,Drainage haematocolpos,R630.70,T
2287,"Clitoris repair for injury: Including skin graft, if required",R630.70,T
2288,Clitoral reduction,R630.70,T
2289,Denervation or alcohol infiltration vulva (Woodruff),R630.70,T
2291,Vulva: Undercutting skin (ball),R630.70,T
2293,Vulva and introitus: Drainage of abscess,R472.30,T
2295,Bartholin gland: Bartholin abscess marsupialisation,R472.30,T
2297,Bartholin gland: Bartholin gland excision,R472.30,T
2299,"Vulvectomy, radical complete",R945.40,T
2301,Operation for enlarging introitus: Fenton plasty,R630.70,T
2303,Operation for enlarging introitus: Bilateral Z-plastic,R630.70,T
2305,Vulvectomy: Partial,R630.70,T
2307,Vulvectomy,R945.40,T
2309,"Vulvectomy, radical, complete, with bilateral inguinofemoral lymphadenectomy",R945.40,T
2311,"Vulvectomy, radical, complete, including bilateral inguinofemoral, iliac and pelvic lymphadenectomy",R945.40,T
2270,"Biopsy of vulva or perineum, each separate additional lesion (List separately in addition to item 2273 only)",,
2308,"Vulvectomy, radical, partial; without lymphadenectomy ",R945.40,T
2310,"Vulvectomy, radical complete, with unilateral inguinofemoral lymphadenectomy ",R945.40,T
2278,"Perineoplasty, non-obstetrical",R945.40,T
12.2,Vaginal procedures and operations,,
2312,Artificial insemination,,
2313,Examination under anaesthetic when no other procedures are performed (not limited to female patients only) - Stand alone procedure,R472.30,T
2314,Intra uterine insemination,,
2315,Simms Hühner test plus wet smear,,
2316,"Destruction of condylomata by chemo-, cryo-, or electrotherapy, or harmonic scalpel: First lesion",R472.30,T
2317,"Destruction of condylomata by chemo-, cryo-, or electrotherapy, or harmonic scalpel: Repeat - Limited",R472.30,T
2318,"Destruction of condylomata by chemo-, cryo-, or electrotherapy, or harmonic scalpel: Widespread",R472.30,T
2319,Excision of cysts or tumours,R472.30,T
2321,Drainage of vaginal abscess,R472.30,T
2322,Pudendal nerve block,,
2323,Reconstruction of vagina after atresia,R787.90,T
2324,Revision of prosthetic vaginal graft:Vaginal approach (removal included),R787.60,T
2325,Construction of artificial vagina: Labial fusion,R630.70,T
2326,Revision of prosthetic vaginal graft: Abdominal approach (removal included),R472.30,T
2327,Construction of artificial vagina: Macindoe type,R787.90,T
2329,Construction of vagina: Bowel pull-through operation: Two surgeons: Each,R945.40,T
2330,Fitting/insertion of pessary or other intravaginal support device,R472.30,T
2331,Vaginal septum removal,R630.70,T
2333,Vaginal prolapse: Abdominal approach: Sacrocolpopexy with use of mesh,R945.40,T
2334,Vaginal prolapse: Abdominal approach: Use of rectus sheath or tape,R945.40,T
2335,Vaginal prolapse: Vaginal approach: Sacrospinous fixations,R945.40,T
2336,Vaginal prolapse: Vaginal approach: Use of mesh or tape,R945.40,T
2339,Colpotomy: Diagnostic (excluding after-care),R630.70,T
2341,"Colpotomy: Therapeutic, with or without sterilisation",R630.70,T
2343,Vaginal hysterectomy: Without repair,R945.40,T
2345,Vaginal hysterectomy: With repair,R945.40,T
2357,Vaginal hysterectomy and repair with unilateral or bilateral salpingo-oophorectomy,R945.40,T
2355,"Posterior colporrhaphy, Repair of rectocele with or without perineorrhaphy",R787.60,T
2359,"Colporrhaphy: Anteroposterior, with enterocele repair",R472.30,T
2361,Vaginal hysterectomy and repair for total prolapse,R945.40,T
2363,Amputation of cervix and shortening of support ligaments of uterus for uterine prolapse (Fothergill-Manchester),R787.90,T
2365,Repair of recurrent enterocele or vault prolapse (except at the time of hysterectomy),R787.90,T
2366,Posterior repair alone,R787.90,T
2367,Other operations for prolapse: Anterior repair - with or without posterior repair,R787.90,T
2368,Uterovesical fistula,R787.90,T
2369,Vesico- or urethro-vaginal fistula repair ,R787.90,T
2370,Repair of vesico- or urethro-vaginal fistula - Obstetric or radiation ,R787.90,T
2371,Closure of uretero-vaginal fistula,R787.90,T
2372,Closure of uretero-vaginal fistula: Obstetric or radiation,R787.90,T
2373,Closure of recto-vaginal fistula,R787.90,T
2374,Closure of recto-vaginal fistula: Obstetric or radiation,R787.90,T
2375,Colpocleisis,R630.70,T
2379,"Vaginal hysterectomy, radical (Schauta type operation)","R1,260.30",T
2381,Vaginectomy,"R1,260.30",T
2383,Synchronous combined hysterocolpectomy: One or two surgeons - total fee,"R1,260.30",T
2385,Vaginal laceration or trauma: Repair,R630.70,T
2386,"Repair: Paravaginal defect repair (including repair of cystocele, if performed), abdominal approach",R472.30,T
2387,"Repair: Paravaginal defect repair (including repair of cystocele, if performed), vaginal approach",R472.30,T
2320,Revision of prosthetic vaginal graft or mesh: Laparoscopic revision (including removal),"R1,575.50",T
2328,"Laparoscopic repair of paravaginal defect repair (including repair of cystocele, if performed) (item 1807 may not be added to this item)","R1,260.40",T
2337,"Colpopexy: Vaginal, extra-peritoneal approach (sacrospinous, iliococcygeus)",R787.80,T
2338,"Colpopexy: Vaginal, intra-peritoneal approach (uretrosacral, levator myorrhaphy)",R945.40,T
2340,Laparoscopic colpopexy (item 1807 may not be added to this item),"R1,733.40",T
2344,"Vaginal hysterectomy with unilateral/bilateral salpingectomy and/or oophorectomy, without repair",R945.40,T
2346,Laparoscopic assisted vaginal hysterectomy (LAVH): Uterus <= 200g (item 1807 may not be added to this item),"R1,733.40",T
2354,"Anterior colporrhaphy, repair of cystocele with or without repair of urethrocele",R944.90,T
2358,"Colporrhaphy: Anteroposterior, without enterocele repair",R472.30,T
2360,"Insertion of mesh/other prosthesis for repair of pelvic floor defect, each site (anterior, posterior compartment), vaginal approach (modifier 0005 not applicable)",R945.40,T
2362,"Enterocele repair, vaginal approach",R787.90,T
2364,"Enterocele repair, abdominal approach",R787.90,T
2380,"Vaginectomy, simple, partial: Removal of vaginal wall ","R1,260.30",T
2382,"Radical vaginectomy, complete removal of vaginal wall, with removal of para- vaginal tissue","R1,260.30",T
12.3,Cervix,,
2389,Paracervical (pelvis) nerve block (for neck refer to item 3294),,
2391,Cervix: Canal reconstruction,R472.30,T
2392,"Cryo- or electro-cauterisation, or Lletz of cervix (excluding cost of disposable loop electrode): In consulting room",,
2395,"Cryo- or electro-cauterisation, or Lletz of cervix (excluding cost of disposable loop electrode): Under anaesthetic",R472.30,T
2396,Laser or harmonic scalpel treatment of the cervix,R472.30,T
2397,Dilation of cervix for stenosis and insertion of prosthesis and Budge suture,R472.30,T
2399,"Biopsy of the cervix; single/multiple, or local excision of a lesion including polyps, with or without fulguration",R472.30,T
2400,Biopsy during pregnancy (excluding after-care),R472.30,T
2403,Wedge biopsy: Cervix (excluding after-care),R472.30,T
2404,Biopsy: Wedge during pregnancy: Cervix (excluding after-care),R472.30,T
2405,Cone biopsy: Cervix (excluding after-care),R472.30,T
2407,Amputation: Cervix,R472.30,T
2409,Cervix encirclage: McDonald stitch,R472.30,T
2411,Cervix encirclage: Shirodkar suture,R472.30,T
2413,Cervix encirclage: Lash,R472.30,T
2415,Cervix encirclage: Removal items 2409 and 2411: Without anaesthetic,,
2416,Cervix: Removal items 2409 and 2411: With anaesthetic in theatre,R472.30,T
2417,Repair of tears: Emmet repair of tears,R472.30,T
2418,Repair of tears: Sturmdorff repair of tears,R472.30,T
2421,Extirpation of cervical stump: Vaginal,R787.90,T
2423,Extirpation of cervical stump: Abdominal,R787.90,T
2425,Removal of cervical polyps (excluding after-care),R472.30,T
2427,Removal of cervical myomata,R472.30,T
2429,Colposcopy (excluding after-care),R472.30,T
2408,"Radical trachelectomy, with bilateral total pelvic lymphadenectomy with or without para-aortic lymphadenectomy, vaginal or abdominal approach",R472.30,T
2410,"Cervical cerclage, any route, non-obstetrical (Add 1807 if done by laparoscopy) ",R472.30,T
2422,"Removal of cervical stump, vaginal approach; with enterocele/apical repair ",R787.90,T
2424,"Removal of cervical stump, abdominal approach; with enterocele/apical repair ",R787.90,T
12.4,Uterus,,
2432,Hysteroscopic bilateral tubal occlusion with permanent implants (includes hysteroscopy) ,R472.30,T
2433,Embryo transfer,R630.70,T
2434,"Endometrial sampling/biopsy, any method (excluding aftercare)",R472.30,T
2435,Hysterosalpingogram (excluding after-care),R472.30,T
2436,Hysteroscopy and sampling of the endometrium with or without D&C (excluding aftercare),R472.30,T
2437,Hysteroscopy and D&C (excluding after-care),R472.30,T
2438,Hysteroscopy and removal of uterine septum (excluding after-care),R472.30,T
2439,Hysteroscopy and division of endometrial and endocervical bands (excluding after-care),R472.30,T
2440,Hysteroscopy and polypectomy (excluding after-care),R472.30,T
2441,Hysteroscopy and removal of myoma(s),R472.30,T
2442,Insertion of intra uterine contraceptive device (IUCD) (excluding after-care),R472.30,T
2443,Dilatation and curettage (D&C) (excluding after-care),R472.30,T
2444,Fractional dilatation and curettage (D&C) (excluding after-care) ,R472.30,T
2445,Evacuation of uterus: Incomplete abortion: Before 12 weeks gestation,R630.70,T
2447,"Evacuation of uterus, incomplete abortion: After 12 weeks gestation",R630.70,T
2448,Termination of pregnancy before 12 weeks,R630.70,T
2449,Evacuation: Missed abortion: Before 12 weeks gestation,R630.70,T
2451,Evacuation: Missed abortion: After 12 weeks gestation,R630.70,T
2452,Termination of pregnancy after 12 weeks - administration of intra/extra amniotic prostaglandin,R630.70,T
2453,Evacuation hydatidiform mole,R787.90,T
2455,Evacuation uterus post-partum,R945.40,T
