"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,
0278,"Mohs micrographic surgery: Includes removal of all gross tumour, surgical excision of tissue specimens, mapping, colour coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (e.g. haematoxylin and eosin, toluidine blue): Each additional block after the first 5 tissue blocks, any stage",R279.20,,R287.30,,R287.30,,
0279,Surgical treatment for axillary hyperhidrosis,"R1,124.90",,"R1,156.40",,"R1,156.40",,
0280,Laser treatment for small skin lesions: First lesion,R246.20,,R252.60,,R252.60,,
0281,Laser treatment for small skin lesions: Subsequent lesions (each),R123.20,,R126.70,,R126.70,,
0282,Laser treatment for small skin lesions: Maximum for multiple additional lesions,R984.40,,"R1,011.70",,"R1,011.70",,
0283,Laser treatment for large skin lesions: Limited area,R527.10,,R542.10,,R542.10,,
0284,Laser treatment for large skin lesions: Extensive area,"R1,230.70",,"R1,265.10",,"R1,265.10",,
0285,Laser treatment for large skin lesions: Whole face or other areas of equivalent size or larger,"R2,896.80",,"R3,722.70",,"R3,722.70",,
0286,Photo-dynamic therapy for malignant skin lesions: Equipment fee for PDT lamp,R995.30,Z,"R1,023.30",Z,"R1,023.30",Z,
0287,Scanning of pigmented skin lesions: Equipment fee for Molemax or similar device,R763.60,Z,R784.60,Z,R784.60,Z,
0258,"Incision/removal of foreign body: Subcutaneous tissue, simple",R586.60,,R749.70,,R749.70,,
0260,"Incision/removal of foreign body: Subcutaneous tissue, complicated",R586.60,,R749.20,,R749.20,,
2.3,Major plastic repair,,,,,,,
0289,"Large skin grafts, composite skin grafts, large full thickness free skin grafts","R3,290.40",,"R4,228.30",,"R4,228.30",,
0290,Reconstructive procedures (including all stages) and skin graft by myo-cutaneous or fascio-cutaneous flap,"R5,765.60",,"R7,408.80",,"R7,408.80",,
0291,Reconstructive procedures (including all stages) grafting by micro-vascular re-anastomosis,"R11,249.60",,"R14,456.30",,"R14,456.30",,
0292,Distant flaps: First stage,"R2,896.80",,"R3,722.70",,"R3,722.70",,
0293,Contour grafts (excluding cost of material),"R2,896.80",,"R3,722.70",,"R3,722.70",,
0294,Vascularised bone graft with or without soft tissue with one or more sets of micro-vascular anastomoses,"R16,874.50",,"R21,683.90",,"R21,683.90",,
0295,"Local skin flaps (large, complicated)","R2,896.80",,"R3,722.70",,"R3,722.70",,
0296,Other procedures of major technical nature,"R2,896.80",,"R3,722.70",,"R3,722.70",,
0297,Subsequent major procedures for repair of same lesion,"R1,828.30",,"R1,879.10",,"R1,879.10",,
0298,Lower abdominal dermo-lipectomy,"R2,390.90",,"R3,071.90",,"R3,071.90",,
0299,Major abdominal lipectomy with repositioning of umbilicus,"R3,867.10",,"R4,969.10",,"R4,969.10",,
0288,"Harvesting of graft: Fascia lata graft, complex or sheet","R1,815.70",,"R3,079.40",,"R3,079.40",,
2.4,"Lacerations, scars, tumours, cysts and other skin lesions",,,,,,,
0300,Stitching of soft-tissue injuries: Stitching of wound (with or without local anaesthesia): Including normal after-care),R246.20,,R252.60,,R252.60,,
0301,Stitching of soft-tissue injuries: Additional wounds stitched at same session (each),R123.20,,R126.70,,R126.70,,
0302,Stitching of soft-tissue injuries: Deep laceration involving limited muscle damage,"R1,124.90",,"R1,156.40",,"R1,156.40",,
0303,Stitching of soft-tissue injuries: Deep laceration involving extensive muscle damage,"R2,109.20",,"R2,313.10",,"R2,313.10",,
0304,"Major debridement of wound, sloughectomy or secondary suture",R879.20,,R903.60,,R903.60,,
0305,Needle biopsy - soft tissue,R439.10,,R451.60,,R451.60,,
0307,Excision and repair by direct suture; excision nail fold or other minor procedures of similar magnitude,R474.70,,R487.90,,R487.90,,
0308,Each additional small procedure done at the same time,R246.20,,R252.60,,R252.60,,
0310,Radical excision of nailbed,R668.10,,R686.50,,R686.50,,
0311,Excision of large benign tumour (more than 5 cm),R966.80,,R993.70,,R993.70,,
0313,Extensive resection for malignant soft tissue tumour including muscle,"R3,992.40",,"R5,130.20",,"R5,130.20",,
0314,Requiring repair by large skin graft or large local flap or other procedures of similar magnitude,"R1,828.30",,"R1,879.10",,"R1,879.10",,
0315,Requiring repair by small skin graft or small local flap or other procedures of similar magnitude,R966.80,,R993.70,,R993.70,,
4830,Debridement of subcutaneous tissue: INCLUDES epidermis and dermis; <= 20 square cm,R244.40,,R251.20,,R251.20,,
4831,Debridement of subcutaneous tissue: INCLUDES epidermis and dermis; ADD for every additional 20 square cm or part thereof,R93.20,,R95.80,,R95.80,,
4832,"Debridement of muscle and/or fascia: INCLUDES epidermis, dermis and subcutaneous tissue; <= 20 square cm",R632.30,,R650.30,,R650.30,,
4833,"Debridement of muscle and/or fascia: INCLUDES epidermis, dermis and subcutaneous tissue; ADD for every additional 20 square cm or part thereof",R196.90,,R202.30,,R202.30,,
4834,"Debridement, bone: INCLUDES epidermis, dermis, subcutaneous tissue, muscle and/or fascia; <= 20 square cm","R1,098.00",,"R1,129.20",,"R1,129.20",,
4835,"Debridement, bone: INCLUDES epidermis, dermis, subcutaneous tissue, muscle and/or fascia; ADD for every additional 20 square cm or part thereof",R342.50,,R352.30,,R352.30,,
4880,Biopsy soft tissue: Neck or thorax,R815.10,,R838.10,,R838.10,,
4881,Biopsy of soft tissue: Deep: Back or flank,"R1,764.10",,"R1,813.80",,"R1,813.80",,
4882,Biopsy of soft tissue: Deep: Shoulder area,"R2,066.50",,"R2,124.50",,"R2,124.50",,
4883,Biopsy of soft tissue: Deep (subfascial or intramuscular): Upper arm or elbow area,"R2,066.50",,"R2,124.50",,"R2,124.50",,
4884,Biopsy of soft tissue: Deep (subfascial or intramuscular): Forearm and/or wrist,"R1,873.00",,"R1,925.50",,"R1,925.50",,
4885,Biopsy of soft tissue: Deep (subfascial or intramuscular): Thigh or knee area,"R1,983.60",,"R2,039.40",,"R2,039.40",,
4886,Biopsy of soft tissue: Deep (subfascial or intramuscular): Leg or ankle area,"R2,099.80",,"R2,158.70",,"R2,158.70",,
4887,Biopsy of soft tissue: Deep (subfascial or intramuscular): Pelvis and hip area,"R3,473.80",,"R3,571.40",,"R3,571.40",,
0306,"Excision subcutaneous mass <2cm: Head and neck, eg., lipoma, cyst","R1,039.90",,"R1,329.10",,"R1,329.10",,
0309,"Excision subcutaneous mass >2cm: Head and neck, eg., lipoma, cyst","R1,967.00",,"R2,514.00",,"R2,514.00",,
0312,"Excision subcutaneous mass>2cm involving muscle/subgaleal: Head and neck, eg., lipoma, cyst","R1,967.00",,"R2,514.00",,"R2,514.00",,
0318,"Excision subcutaneous mass <2cm involving muscle/subgaleal: Head and neck, eg., lipoma, cyst","R1,927.30",,"R2,463.30",,"R2,463.30",,
4840,"Excision malignant lesion, including margins: Trunk/arms/legs <=0.5 cm",R567.30,,R724.80,,R724.80,,
4841,"Excision malignant lesion, including margins: Trunk/arms/legs 0.6-1.0 cm",R567.30,,R724.80,,R724.80,,
4842,"Excision malignant lesion, including margins: Trunk/arms/legs 1.1-2.0 cm",R851.10,,"R1,087.10",,"R1,087.10",,
4843,"Excision malignant lesion, including margins: Trunk/arms/legs 2.1-3.0 cm","R1,134.80",,"R1,449.50",,"R1,449.50",,
4844,"Excision malignant lesion, including margins: Trunk/arms/legs 3.1-4.0 cm","R1,418.40",,"R1,811.90",,"R1,811.90",,
4845,"Excision malignant lesion, including margins: Trunk/arms/legs >4.0 cm","R1,702.30",,"R2,174.50",,"R2,174.50",,
4848,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane <=0.5 cm",R567.30,,R724.80,,R724.80,,
4849,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 0.6-1.0 cm",R567.30,,R724.80,,R724.80,,
4850,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 1.1-2.0 cm",R851.10,,"R1,087.10",,"R1,087.10",,
4851,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 2.1-3.0 cm","R1,134.80",,"R1,449.50",,"R1,449.50",,
4852,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 3.1-4.0 cm","R1,418.40",,"R1,811.90",,"R1,811.90",,
4853,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane > 4.0 cm","R1,702.30",,"R2,174.50",,"R2,174.50",,
4856,"Split thickness autograft of the trunk, arms and/or legs <=100 cm (1% of body area for infants and children)","R1,967.00",,"R2,514.00",,"R2,514.00",,
4857,"Split thickness autograft of the trunk, arms and/or legs; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",R595.60,,R761.30,,R761.30,,
4858,"Split thickness autograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits <=100 cm (1% of body area for infants and children)","R1,967.00",,"R2,514.00",,"R2,514.00",,
4859,"Split thickness autograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",R976.00,,"R1,247.40",,"R1,247.40",,
4862,"Full thickness graft of the trunk, free graft including direct closure of donor site: <=20cm","R1,967.00",,"R2,514.00",,"R2,514.00",,
4863,"Full thickness graft of the trunk, free graft including direct closure of donor site, each additional 20cm (modifier 0005 not applicable)",R484.10,,R618.70,,R618.70,,
